"MyNumber","Collections","ID","sciname","Label","Station","Notes","Muscle","Otolith","Lat_dec.x","Long_dec.x","Year.x","Min.Depth","Max.Depth","Salinity","SST","Weight.x","Weight_SD","Sex","Year.y","Lat_dec.y","Long_dec.y","Min_Depth","Max_Depth","Temp","DIC","Suess","Depth_Mid","D18O_vals","Province","Phyto","Phyto_sd","d13C","d18O","Genus","Species","FamCode","BodyShapeI","Compressed","AspectRatio","DepthOverTL","DemersPelag","AnaCat","DepthRangeShallow","DepthRangeDeep","LongevityWild","Length","LTypeMaxM","Weight.y","Family","Order","Neritic","Oceanic","Estuaries","DietTroph","DietSeTroph","FoodTroph","FoodSeTroph","UseTroph","UseTrophSe","Schooling","Shoaling","Temperature","M","sd_M","min_M","max_M","temp","min_temp","max_temp","sd_temp"
"BAS_95","BAS","#111","Gymnoscopelus braueri","GYR","JR15004/96/1",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,10.4,0,"J",2016,-60.31,-46.31,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-4.21,4.19,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.206472069359008,0.0197711360681532,0.153716613296147,0.316348543369362,-4.45303810641277,-8.1048196285653,3.15423409191881,1.33786981961209
"BAS_96","BAS","22","Gymnoscopelus braueri","GYR","JR177/305/2",NA,2,"Y",-52.86,-40.1,2008,NA,NA,NA,NA,6.4,0,"F",2008,-52.86,-40.1,15.5,206,NA,1.9,-0.1,110.75,-0.372630805,"SANT",-24,2,-4.27,4.13,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.302146022642914,0.0381155476984815,0.175316314217182,0.561959676308169,-4.29112381350405,-7.76763718069684,2.96340966032274,1.30436276509398
"BAS_97","BAS","24","Gymnoscopelus braueri","GYR","JR177/305/2",NA,1,"Y",-52.86,-40.1,2008,NA,NA,NA,NA,3.5,0,"J",2008,-52.86,-40.1,15.5,206,NA,1.9,-0.1,110.75,-0.372630805,"SANT",-24,2,-4.53,3.6,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.314540967309368,0.0395773281432966,0.182771967857539,0.584410895808272,-1.12310754404957,-4.20014694967514,5.30987697686543,1.18508280554742
"BAS_98","BAS","#108","Gymnoscopelus braueri","GYR","JR15004/96/1",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,8.4,0,"F",2016,-60.31,-46.31,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-4.14,3.91,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.204077913100089,0.0195954363309181,0.151913214014263,0.312748620441958,-2.78286387158312,-6.12725966351272,4.17752232235262,1.2240688073105
"BAS_99","BAS","25","Gymnoscopelus braueri","GYR","JR177/305/2",NA,1,"Y",-52.86,-40.1,2008,NA,NA,NA,NA,5,0,"J",2008,-52.86,-40.1,15.5,206,NA,1.9,-0.1,110.75,-0.372630805,"SANT",-24,2,-4.87,3.94,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.33071625381844,0.0414949605335266,0.192521668771851,0.613770182846868,-3.16353715546458,-6.36245211139313,3.51035341975734,1.19315343408303
"BAS_100","BAS","27","Gymnoscopelus braueri","GYR","JR177/305/2",NA,1,"Y",-52.86,-40.1,2008,NA,NA,NA,NA,5.9,0,"J",2008,-52.86,-40.1,15.5,206,NA,1.9,-0.1,110.75,-0.372630805,"SANT",-24,2,-4.34,3.83,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.305474253353955,0.038508677341356,0.177323605581894,0.568004235404351,-2.50283447035888,-5.66288279436673,4.09255221764526,1.18797980499051
"BAS_101","BAS","28","Gymnoscopelus braueri","GYR","JR177/305/2",NA,1,"Y",-52.86,-40.1,2008,NA,NA,NA,NA,9.4,0,"J",2008,-52.86,-40.1,15.5,206,NA,1.9,-0.1,110.75,-0.372630805,"SANT",-24,2,-3.81,3.9,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.28070454038955,0.0355359323818703,0.16245447156407,0.522957079854046,-2.9232522574519,-6.10806326883808,3.72206207353477,1.1909908958576
"BAS_102","BAS","20","Gymnoscopelus braueri","GYR","JR177/305/2",NA,1,"Y",-52.86,-40.1,2008,NA,NA,NA,NA,20.7,0,"M",2008,-52.86,-40.1,15.5,206,NA,1.9,-0.1,110.75,-0.372630805,"SANT",-24,2,-4.52,4.25,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.314061332962971,0.039521027678596,0.182485211948295,0.58354738736596,-5.01285042929579,-8.53080370836201,2.32828369899047,1.31620889499221
"BAS_103","BAS","#109","Gymnoscopelus braueri","GYR","JR15004/96/1",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,6.2,0,"J",2016,-60.31,-46.31,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-5.01,3.79,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.233441152328759,0.02180781477215,0.174921297880647,0.35531067227369,-2.06254898280569,-5.36409313584755,4.81264828368488,1.22061333967741
"BAS_104","BAS","#110","Gymnoscopelus braueri","GYR","JR15004/96/1",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,14.1,0,"F",2016,-60.31,-46.31,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-4.19,3.98,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.205788124242553,0.0197208869242743,0.153201356358466,0.315319993961532,-3.20379314725619,-6.57244013798407,3.80703217824213,1.22738901114578
"BAS_105","BAS","116","Gymnoscopelus braueri","GYR","JR15004/60/1",NA,1,"Y",-59.9641,-47.1774,2016,NA,NA,NA,NA,11.3,0,"M",2016,-59.96,-47.18,700,1000,NA,1.8,-0.08,850,-0.120896734,"APLR",-30,0.5,-4.25,4.09,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.207840381115207,0.0198717508387091,0.154747127171509,0.318405642185021,-3.40758847591671,-6.87220910822613,3.83834763061422,1.33640420623409
"BAS_106","BAS","107","Gymnoscopelus braueri","GYR","JR15004/66/1",NA,1,"Y",-60.0328,-46.6157,2016,NA,NA,NA,NA,13.9,0,"F",2016,-60.03,-46.62,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-4.19,3.98,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.205788124242553,0.0197208869242743,0.153201356358466,0.315319993961532,-3.20379314725619,-6.57244013798407,3.80703217824213,1.22738901114578
"BAS_107","BAS","21","Gymnoscopelus braueri","GYR","JR177/305/2",NA,1,"Y",-52.86,-40.1,2008,NA,NA,NA,NA,6.4,0,"F",2008,-52.86,-40.1,15.5,206,NA,1.9,-0.1,110.75,-0.372630805,"SANT",-24,2,-4.08,3.9,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.293092846220577,0.037050174244029,0.169867951941537,0.545553015904248,-2.9232522574519,-6.10806326883808,3.72206207353477,1.1909908958576
"BAS_110","BAS","102","Gymnoscopelus braueri","GYR","JR15004/73/1",NA,1,"Y",-60.1027,-46.0406,2016,NA,NA,NA,NA,13.9,0,"M",2016,-60.1,-46.04,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-4.91,4.08,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.230378228511731,0.0215524217248686,0.17175060611499,0.352347772643396,-3.79109994788286,-7.40525031153889,3.73643288980672,1.3293144933267
"BAS_111","BAS","101","Gymnoscopelus braueri","GYR","JR15004/73/1",NA,1,"Y",-60.1027,-46.0406,2016,NA,NA,NA,NA,16.1,0,"F",2016,-60.1,-46.04,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-5.19,4.36,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.239593140182556,0.0222734237189395,0.179558610319778,0.364567616944156,-5.4753884033146,-9.1859722094243,2.25447231336477,1.35523246363812
"BAS_112","BAS","#112","Gymnoscopelus braueri","GYR","JR15004/96/1",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,10.4,0,"J",2016,-60.31,-46.31,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-4.1,3.87,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.202710885629195,0.0194952555524037,0.1508827001389,0.310691521626299,-2.54278506716568,-5.87287082095766,4.38923097613004,1.22260209573959
"BAS_120","BAS","119","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,30.1,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.59,3.18,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",0.154288238202663,0.0169098469031405,0.111847815850114,0.243109285505196,1.45000090440605,-1.47919322015183,7.61639670704679,1.23029441695797
"BAS_121","BAS","123","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,25.1,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.19,3.24,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",0.140437686693049,0.0158995385551628,0.101663348796246,0.221800377481605,1.10035203361867,-1.81301002338143,7.23390782948787,1.22486433566847
"BAS_122","BAS","126","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,38.7,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.5,3.02,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",0.151159962804414,0.0166797156076338,0.109556310762994,0.238283648217078,2.36785527798572,-0.613018156790565,8.6363670472039,1.24806871164557
"BAS_123","BAS","124","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,25.3,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.43,3.21,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",0.148729353495547,0.0165018118084949,0.107774029028567,0.234530374770764,1.27518814234115,-1.64610162176663,7.42515226826733,1.22749385699114
"BAS_124","BAS","122","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,21,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.5,2.91,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",0.151159962804414,0.0166797156076338,0.109556310762994,0.238283648217078,2.79462126003563,-0.510021234678929,9.73702196446313,1.35850355500441
"BAS_125","BAS","125","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,32.2,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.74,3.37,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",0.159500308478921,0.0172967332681252,0.115666990995315,0.251152014318726,0.342645781991322,-2.53627976371224,6.40518192811022,1.21547180226746
"BAS_126","BAS","120","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,32.2,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.4,3.18,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",0.147686957059358,0.0164258671105978,0.107010193999526,0.232921829008058,1.45000090440605,-1.47919322015183,7.61639670704679,1.23029441695797
"BAS_127","BAS","121","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,37.7,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.25,3.14,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",0.142479883713291,0.0160489479365728,0.103191018854326,0.224879100194529,1.68308744151984,-1.25664868466542,7.87138929208606,1.23429253452175
"BAS_128","BAS","#3","Gymnoscopelus nicholsi","GYN","JR177/161/2",NA,1,"Y",-59.69,-44.09,2008,NA,NA,NA,NA,35.5,0,"F",2008,-59.68,-44.03,203.3,403.6,NA,1.8,-0.08,303.45,-0.250252336,"APLR",-30,0.5,-2.36,3.06,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",0.14378897821381,0.0155131470653835,0.104243535720425,0.226462422904598,2.36203238774338,-0.966931002909202,9.30902955063549,1.26166110290731
"BAS_220","BAS","#3","Gymnoscopelus nicholsi","GYN","JR177/161/2",NA,1,"Y",-59.69,-44.09,2008,NA,NA,NA,NA,35.5,0,"F",2008,-59.68,-44.03,203.3,403.6,NA,1.8,-0.08,303.45,-0.250252336,"APLR",-30,0.5,-3.17,3.13,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",0.171237691591727,0.0176917388261505,0.123777854194363,0.27005619651479,1.95399592461384,-1.37309405687626,8.89555458729481,1.2534672635075
"BAS_129","BAS","#75","Gymnoscopelus nicholsi","GYN","JR177/165/2",NA,1,"Y",-59.68,-44.14,2008,NA,NA,NA,NA,28.4,0,"F",2008,-59.69,-44.09,11.4,209,NA,1.8,-0.08,110.2,-0.322681218,"APLR",-30,0.5,-2.59,3.42,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",0.151773504266144,0.016123542241554,0.110100800910245,0.238792726026879,0.366042976578175,-3.04286807902933,7.44941403831283,1.21107410009043
"BAS_130","BAS","#66","Gymnoscopelus nicholsi","GYN","JR177/334/2",NA,1,"Y",-52.64,-39.09,2008,NA,NA,NA,NA,23.2,0,"F",2008,-52.64,-39.09,406.9,719.6,NA,1.9,-0.11,563.25,0.03448984,"SANT",-24,2,-2.87,3.48,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",0.240532879947073,0.0323628524262239,0.135043577108064,0.456855647125667,0.631073436417276,-2.51262271638371,7.20066898665799,1.20383588630291
"BAS_145","BAS","#15","Krefftichthys anderssoni","KRA","JR177/328/1",NA,1,"C",-52.72,-39.08,2008,NA,NA,NA,NA,0.7,0,"F",2008,-52.72,-39.08,204.1,405,NA,1.9,-0.11,304.55,-0.052425493,"SANT",-24,2,-3.61,3.94,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.260963278212415,0.0320986746931107,0.159025690073436,0.470635513880095,-2.07093101570626,-5.21223609101804,4.50001211639836,1.21466521103484
"BAS_146","BAS","25","Krefftichthys anderssoni","KRA","JR16003/129/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,0.7,0,"F",2017,-54.68,-45.22,195.6,406.8,1.65,1.85,-0.1,301.2,-0.086165227,"SANT",-24,2,-3.83,3.57,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.274980462303233,0.0338280782186602,0.165763424768639,0.499392003447162,-0.927323216704083,-4.33434241068115,6.15998406153689,1.21899063706895
"BAS_151","BAS","48","Krefftichthys anderssoni","KRA","JR16003/146/2","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1,0,"F",2017,-53.95,-49.19,398.3,707.9,2.74,1.9,-0.1,553.1,-0.021559155,"SANT",-24,2,-5.07,3.44,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.332020906418462,0.0402847809275525,0.202708811762149,0.597712484136406,0.56570091467324,-2.68091522969159,7.33814156336576,1.2161415151402
"BAS_152","BAS","43","Krefftichthys anderssoni","KRA","JR16003/113/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,3.7,0,NA,2017,-55.29,-41.35,196.7,398,2.06,1.85,-0.09,297.35,-0.055642206,"ANTA",-29,1,-4.39,3.77,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.217281924667563,0.021179641134988,0.16699301705107,0.32291842813107,-1.29891595835711,-4.47143674927448,5.33306620417252,1.21611457976557
"BAS_153","BAS","47","Krefftichthys anderssoni","KRA","JR16003/146/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1,0,"M",2017,-53.94,-49.17,699.1,991.1,2.46,1.9,-0.1,845.1,0.016341919,"SANT",-24,2,-4.28,3.5,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.296608576096684,0.0362268910365689,0.179741290852509,0.536824841982933,0.370231850004302,-2.71392277947197,6.82280572651182,1.20912923619243
"BAS_155","BAS","33","Krefftichthys anderssoni","KRA","JR16003/147/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1.3,0,"M",2017,-53.96,-49.24,198.3,398.5,2.71,1.9,-0.1,298.4,-0.11608272,"SANT",-24,2,-3.25,3.36,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.249843772194685,0.0310272992282411,0.150096045278528,0.454879883426618,0.732647971848904,-2.05828592627877,6.63845867866568,1.24824235967108
"BAS_156","BAS","40","Krefftichthys anderssoni","KRA","JR16003/129/2","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,0.5,0,"M",2017,-54.66,-45.2,82,208,0,1.85,-0.1,145,-0.371859103,"SANT",-24,2,-4.49,3.72,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.304855164103545,0.037200970235134,0.184666985391344,0.551871047605796,-2.12558085711642,-5.29990806964047,4.49691124751868,1.18672817541337
"BAS_165","BAS","54","Krefftichthys anderssoni","KRA","JR16003/129/2","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,0.9,0,"M",2017,-54.66,-45.2,82,208,0,1.85,-0.1,145,-0.371859103,"SANT",-24,2,-4.24,3.6,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.293362456863699,0.035918916432702,0.177379897246215,0.531738707639228,-1.47545409035163,-4.64158787182098,5.13203720885094,1.18587869042084
"BAS_166","BAS","45","Krefftichthys anderssoni","KRA","JR16003/147/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,0.7,0,"M",2017,-53.96,-49.24,198.3,398.5,2.71,1.9,-0.1,298.4,-0.11608272,"SANT",-24,2,-4.04,3.64,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.285620441961651,0.0350051934744199,0.17275586691318,0.517575303266555,-0.782773507327891,-3.59436638785757,5.15649810222372,1.23404407481338
"BAS_167","BAS","44","Krefftichthys anderssoni","KRA","JR16003/129/2","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,3.1,0,"F",2017,-54.66,-45.2,82,208,0,1.85,-0.1,145,-0.371859103,"SANT",-24,2,-4.31,3.78,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.296578760588264,0.0362773363593268,0.179420281926851,0.537375762829867,-2.45078693055151,-5.62906816855021,4.17934826685255,1.18825058006052
"BAS_168","BAS","32","Krefftichthys anderssoni","KRA","JR16003/147/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1.6,0,"M",2017,-53.96,-49.24,198.3,398.5,2.71,1.9,-0.1,298.4,-0.11608272,"SANT",-24,2,-4.2,3.14,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.29294348354226,0.035819064510746,0.177412816206066,0.530408329077473,1.97165830315324,-0.851365563609716,7.94825749122789,1.26978861835936
"BAS_169","BAS","24","Krefftichthys anderssoni","KRA","JR16003/146/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1.4,0,"F",2017,-53.94,-49.17,699.1,991.1,2.46,1.9,-0.1,845.1,0.016341919,"SANT",-24,2,-3.8,3.25,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.27507181915985,0.0337881166911919,0.166104308472824,0.498993409651651,1.77324882834338,-1.40634965002603,8.4165093830073,1.23186660391736
"BAS_170","BAS","46","Krefftichthys anderssoni","KRA","JR16003/129/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1.7,0,"F",2017,-54.68,-45.22,195.6,406.8,1.65,1.85,-0.1,301.2,-0.086165227,"SANT",-24,2,-4.4,3.91,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.300717520984957,0.0367388043924188,0.182043633659098,0.544623405217832,-2.83179083254095,-6.1995829711697,4.17779514260492,1.21463244241874
